"orderid","profit","website_session_id","source","marketing_campaign","content","device"
"4788","37.50","95996","","","","desktop"
"4789","30.50","96020","gsearch","nonbrand","g_ad_1","desktop"
"4790","30.50","96031","gsearch","nonbrand","g_ad_1","desktop"
"4791","30.50","96045","gsearch","nonbrand","g_ad_1","mobile"
"4792","30.50","96066","gsearch","brand","g_ad_2","desktop"
"4794","37.50","96090","","","","desktop"
"4795","30.50","96092","gsearch","nonbrand","g_ad_1","mobile"
"4796","30.50","96094","gsearch","nonbrand","g_ad_1","desktop"
"4797","30.50","96118","bsearch","nonbrand","b_ad_1","desktop"
"4798","30.50","96134","gsearch","nonbrand","g_ad_1","desktop"
"4799","30.50","96137","gsearch","nonbrand","g_ad_1","desktop"
"4800","30.50","96159","gsearch","nonbrand","g_ad_1","desktop"
"4802","30.50","96164","gsearch","nonbrand","g_ad_1","desktop"
"4801","37.50","96165","gsearch","nonbrand","g_ad_1","desktop"
"4803","30.50","96188","gsearch","nonbrand","g_ad_1","desktop"
"4804","37.50","96237","bsearch","nonbrand","b_ad_1","desktop"
"4805","30.50","96246","gsearch","nonbrand","g_ad_1","desktop"
"4806","37.50","96259","gsearch","nonbrand","g_ad_1","desktop"
"4808","37.50","96281","","","","mobile"
"4809","30.50","96285","gsearch","nonbrand","g_ad_1","desktop"
"4810","37.50","96294","bsearch","brand","b_ad_2","desktop"
"4811","30.50","96311","","","","desktop"
"4812","30.50","96329","bsearch","nonbrand","b_ad_1","desktop"
"4813","30.50","96343","gsearch","nonbrand","g_ad_1","desktop"
"4814","30.50","96355","bsearch","nonbrand","b_ad_1","desktop"
"4815","30.50","96364","","","","desktop"
"4816","37.50","96373","bsearch","nonbrand","b_ad_1","desktop"
"4817","30.50","96383","gsearch","nonbrand","g_ad_1","desktop"
"4818","30.50","96392","gsearch","brand","g_ad_2","desktop"
"4819","30.50","96438","gsearch","nonbrand","g_ad_1","desktop"
"4820","30.50","96472","gsearch","nonbrand","g_ad_1","desktop"
"4821","30.50","96489","gsearch","nonbrand","g_ad_1","desktop"
"4822","30.50","96522","gsearch","nonbrand","g_ad_1","desktop"
"4823","30.50","96526","gsearch","brand","g_ad_2","desktop"
"4824","30.50","96531","gsearch","nonbrand","g_ad_1","desktop"
"4826","30.50","96550","gsearch","nonbrand","g_ad_1","desktop"
"4827","30.50","96551","","","","desktop"
"4828","30.50","96566","gsearch","nonbrand","g_ad_1","desktop"
"4829","30.50","96571","gsearch","nonbrand","g_ad_1","desktop"
"4830","30.50","96598","gsearch","nonbrand","g_ad_1","desktop"
"4831","30.50","96625","gsearch","nonbrand","g_ad_1","mobile"
"4832","30.50","96634","gsearch","nonbrand","g_ad_1","desktop"
"4833","30.50","96644","gsearch","nonbrand","g_ad_1","mobile"
"4834","30.50","96652","gsearch","nonbrand","g_ad_1","desktop"
"4835","30.50","96662","","","","desktop"
"4836","30.50","96682","gsearch","nonbrand","g_ad_1","mobile"
"4837","37.50","96688","gsearch","nonbrand","g_ad_1","desktop"
"4838","30.50","96696","gsearch","nonbrand","g_ad_1","desktop"
"4839","30.50","96728","","","","desktop"
"4841","30.50","96743","gsearch","nonbrand","g_ad_1","desktop"
"4840","30.50","96746","gsearch","nonbrand","g_ad_1","desktop"
"4842","30.50","96758","gsearch","nonbrand","g_ad_1","mobile"
"4843","30.50","96772","","","","desktop"
"4844","30.50","96781","","","","mobile"
"4845","30.50","96783","","","","desktop"
"4846","30.50","96789","bsearch","nonbrand","b_ad_1","desktop"
"4847","30.50","96816","gsearch","nonbrand","g_ad_1","desktop"
"4848","37.50","96843","","","","desktop"
"4849","30.50","96866","gsearch","nonbrand","g_ad_1","desktop"
"4850","37.50","96885","gsearch","nonbrand","g_ad_1","desktop"
"4851","30.50","96896","","","","desktop"
"4852","30.50","96910","gsearch","nonbrand","g_ad_1","desktop"
"4853","37.50","96912","gsearch","nonbrand","g_ad_1","desktop"
"4854","30.50","96938","gsearch","nonbrand","g_ad_1","desktop"
"4855","37.50","96953","gsearch","brand","g_ad_2","desktop"
"4856","30.50","96962","gsearch","nonbrand","g_ad_1","desktop"
"4857","30.50","96966","gsearch","nonbrand","g_ad_1","desktop"
"4858","30.50","96970","gsearch","nonbrand","g_ad_1","desktop"
"4859","30.50","96979","gsearch","nonbrand","g_ad_1","desktop"
"4860","30.50","97004","gsearch","nonbrand","g_ad_1","desktop"
"4861","30.50","97020","gsearch","nonbrand","g_ad_1","desktop"
"4862","30.50","97029","gsearch","nonbrand","g_ad_1","desktop"
"4863","30.50","97050","gsearch","nonbrand","g_ad_1","mobile"
"4864","30.50","97069","gsearch","nonbrand","g_ad_1","desktop"
"4865","37.50","97097","bsearch","nonbrand","b_ad_1","desktop"
"4866","30.50","97108","gsearch","nonbrand","g_ad_1","desktop"
"4867","30.50","97125","bsearch","nonbrand","b_ad_1","desktop"
"4868","30.50","97134","gsearch","nonbrand","g_ad_1","desktop"
"4869","30.50","97162","gsearch","nonbrand","g_ad_1","desktop"
"4870","30.50","97167","gsearch","nonbrand","g_ad_1","desktop"
"4871","30.50","97188","","","","desktop"
"4872","30.50","97203","bsearch","nonbrand","b_ad_1","desktop"
"4873","30.50","97212","gsearch","nonbrand","g_ad_1","desktop"
"4875","30.50","97230","bsearch","nonbrand","b_ad_1","desktop"
"4876","30.50","97270","gsearch","nonbrand","g_ad_1","desktop"
"4877","30.50","97272","gsearch","nonbrand","g_ad_1","desktop"
"4878","30.50","97274","gsearch","nonbrand","g_ad_1","desktop"
"4880","30.50","97307","","","","desktop"
"4881","30.50","97312","","","","desktop"
"4882","30.50","97330","gsearch","nonbrand","g_ad_1","desktop"
"4883","30.50","97352","","","","desktop"
"4884","37.50","97355","bsearch","nonbrand","b_ad_1","desktop"
"4885","30.50","97395","gsearch","nonbrand","g_ad_1","desktop"
"4886","30.50","97423","gsearch","nonbrand","g_ad_1","desktop"
"4887","30.50","97427","","","","desktop"
"4888","30.50","97430","gsearch","nonbrand","g_ad_1","desktop"
"4889","30.50","97459","bsearch","nonbrand","b_ad_1","desktop"
"4890","30.50","97474","gsearch","nonbrand","g_ad_1","desktop"
"4891","30.50","97490","bsearch","nonbrand","b_ad_1","desktop"
"4892","37.50","97518","bsearch","nonbrand","b_ad_1","desktop"
"4893","37.50","97525","","","","mobile"
"4894","30.50","97538","gsearch","nonbrand","g_ad_1","mobile"
"4895","30.50","97544","gsearch","nonbrand","g_ad_1","desktop"
"4896","30.50","97550","","","","desktop"
"4897","30.50","97553","gsearch","nonbrand","g_ad_1","desktop"
"4899","37.50","97565","gsearch","nonbrand","g_ad_1","desktop"
"4898","37.50","97566","gsearch","nonbrand","g_ad_1","desktop"
"4901","30.50","97575","gsearch","nonbrand","g_ad_1","desktop"
"4902","30.50","97610","gsearch","nonbrand","g_ad_1","mobile"
"4903","37.50","97612","gsearch","nonbrand","g_ad_1","mobile"
"4904","30.50","97618","bsearch","nonbrand","b_ad_1","desktop"
"4905","30.50","97646","gsearch","nonbrand","g_ad_1","desktop"
"4906","30.50","97653","gsearch","nonbrand","g_ad_1","desktop"
"4908","30.50","97668","bsearch","nonbrand","b_ad_1","desktop"
"4909","37.50","97684","gsearch","nonbrand","g_ad_1","desktop"
"4910","30.50","97714","gsearch","nonbrand","g_ad_1","desktop"
"4911","30.50","97757","gsearch","nonbrand","g_ad_1","mobile"
"4913","30.50","97792","","","","desktop"
"4914","30.50","97800","gsearch","nonbrand","g_ad_1","desktop"
"4916","30.50","97829","gsearch","brand","g_ad_2","desktop"
"4917","30.50","97834","gsearch","nonbrand","g_ad_1","desktop"
"4918","30.50","97849","gsearch","nonbrand","g_ad_1","desktop"
"4919","30.50","97853","gsearch","brand","g_ad_2","mobile"
"4920","30.50","97855","","","","desktop"
"4921","30.50","97896","gsearch","nonbrand","g_ad_1","desktop"
"4922","30.50","97907","bsearch","nonbrand","b_ad_1","mobile"
"4923","30.50","97916","bsearch","nonbrand","b_ad_1","desktop"
"4924","30.50","97920","gsearch","nonbrand","g_ad_1","desktop"
"4925","37.50","97924","bsearch","brand","b_ad_2","desktop"
"4927","30.50","97936","gsearch","nonbrand","g_ad_1","desktop"
"4926","30.50","97937","gsearch","nonbrand","g_ad_1","desktop"
"4928","30.50","97946","gsearch","nonbrand","g_ad_1","mobile"
"4929","30.50","97959","","","","desktop"
"4930","30.50","98025","bsearch","nonbrand","b_ad_1","desktop"
"4931","37.50","98040","gsearch","nonbrand","g_ad_1","desktop"
"4932","30.50","98046","bsearch","nonbrand","b_ad_1","desktop"
"4933","37.50","98052","gsearch","nonbrand","g_ad_1","desktop"
"4934","30.50","98054","","","","desktop"
"4935","30.50","98056","gsearch","nonbrand","g_ad_1","desktop"
"4936","37.50","98060","gsearch","nonbrand","g_ad_1","desktop"
"4937","30.50","98062","gsearch","nonbrand","g_ad_1","mobile"
"4938","30.50","98071","bsearch","nonbrand","b_ad_1","desktop"
"4939","30.50","98082","","","","desktop"
"4940","30.50","98088","gsearch","nonbrand","g_ad_1","desktop"
"4941","30.50","98107","","","","desktop"
"4942","30.50","98126","gsearch","nonbrand","g_ad_1","desktop"
"4943","30.50","98161","gsearch","nonbrand","g_ad_1","desktop"
"4944","30.50","98181","gsearch","nonbrand","g_ad_1","desktop"
"4945","30.50","98203","","","","desktop"
"4946","30.50","98222","gsearch","nonbrand","g_ad_1","mobile"
"4947","30.50","98227","gsearch","nonbrand","g_ad_1","desktop"
"4948","37.50","98242","gsearch","nonbrand","g_ad_1","desktop"
"4949","30.50","98262","","","","desktop"
"4950","30.50","98269","gsearch","nonbrand","g_ad_1","mobile"
"4951","37.50","98280","bsearch","nonbrand","b_ad_1","mobile"
"4952","30.50","98294","gsearch","nonbrand","g_ad_1","desktop"
"4954","37.50","98339","","","","desktop"
"4955","30.50","98351","bsearch","nonbrand","b_ad_1","desktop"
"4956","30.50","98358","gsearch","brand","g_ad_2","desktop"
"4957","30.50","98385","gsearch","nonbrand","g_ad_1","desktop"
"4958","30.50","98386","gsearch","nonbrand","g_ad_1","desktop"
"4959","30.50","98401","gsearch","nonbrand","g_ad_1","desktop"
"4960","30.50","98425","gsearch","nonbrand","g_ad_1","desktop"
"4962","30.50","98455","gsearch","nonbrand","g_ad_1","mobile"
"4961","30.50","98458","gsearch","nonbrand","g_ad_1","desktop"
"4963","37.50","98481","bsearch","nonbrand","b_ad_1","desktop"
"4964","30.50","98510","","","","desktop"
"4965","30.50","98515","gsearch","nonbrand","g_ad_1","desktop"
"4966","30.50","98519","gsearch","nonbrand","g_ad_1","desktop"
"4967","30.50","98553","bsearch","nonbrand","b_ad_1","desktop"
"4968","30.50","98559","gsearch","nonbrand","g_ad_1","desktop"
"4969","37.50","98562","gsearch","nonbrand","g_ad_1","desktop"
"4970","30.50","98572","gsearch","nonbrand","g_ad_1","desktop"
"4971","30.50","98583","gsearch","nonbrand","g_ad_1","desktop"
"4972","30.50","98585","gsearch","nonbrand","g_ad_1","desktop"
"4973","30.50","98589","gsearch","nonbrand","g_ad_1","desktop"
"4974","30.50","98597","gsearch","nonbrand","g_ad_1","desktop"
"4975","37.50","98599","gsearch","brand","g_ad_2","desktop"
"4978","30.50","98606","gsearch","nonbrand","g_ad_1","desktop"
"4976","30.50","98607","gsearch","nonbrand","g_ad_1","desktop"
"4977","30.50","98610","gsearch","nonbrand","g_ad_1","desktop"
"4979","30.50","98625","gsearch","nonbrand","g_ad_1","desktop"
"4980","37.50","98637","bsearch","nonbrand","b_ad_1","desktop"
"4981","30.50","98647","gsearch","nonbrand","g_ad_1","desktop"
"4982","30.50","98683","gsearch","nonbrand","g_ad_1","desktop"
"4983","37.50","98716","bsearch","nonbrand","b_ad_1","desktop"
"4984","30.50","98726","gsearch","nonbrand","g_ad_1","desktop"
"4985","30.50","98741","","","","desktop"
"4986","30.50","98761","gsearch","nonbrand","g_ad_1","desktop"
"4987","30.50","98797","bsearch","nonbrand","b_ad_1","desktop"
"4988","30.50","98821","gsearch","nonbrand","g_ad_1","desktop"
"4990","37.50","98844","gsearch","nonbrand","g_ad_1","mobile"
"4991","30.50","98847","bsearch","nonbrand","b_ad_1","desktop"
"4992","37.50","98878","gsearch","nonbrand","g_ad_1","desktop"
"4994","30.50","98902","gsearch","nonbrand","g_ad_1","desktop"
"4995","30.50","98912","gsearch","nonbrand","g_ad_1","desktop"
"4996","30.50","98915","gsearch","nonbrand","g_ad_1","mobile"
"4997","30.50","98934","gsearch","nonbrand","g_ad_1","desktop"
"4998","30.50","98947","gsearch","nonbrand","g_ad_1","mobile"
"4999","30.50","98952","","","","desktop"
"5000","30.50","98967","gsearch","nonbrand","g_ad_1","desktop"
"5001","30.50","98992","gsearch","nonbrand","g_ad_1","desktop"
"5002","30.50","99015","gsearch","nonbrand","g_ad_1","desktop"
"5003","37.50","99040","","","","desktop"
"5004","30.50","99043","gsearch","nonbrand","g_ad_1","mobile"
"5005","30.50","99046","","","","desktop"
"5006","30.50","99050","","","","desktop"
"5008","30.50","99075","","","","desktop"
"5009","30.50","99082","gsearch","nonbrand","g_ad_1","desktop"
"5010","30.50","99092","gsearch","nonbrand","g_ad_1","desktop"
"5011","30.50","99094","gsearch","nonbrand","g_ad_1","desktop"
"5012","30.50","99101","gsearch","nonbrand","g_ad_1","desktop"
"5013","30.50","99145","bsearch","nonbrand","b_ad_1","desktop"
"5014","30.50","99146","bsearch","nonbrand","b_ad_1","desktop"
"5015","30.50","99156","bsearch","nonbrand","b_ad_1","desktop"
"5016","30.50","99216","gsearch","nonbrand","g_ad_1","desktop"
"5017","30.50","99241","bsearch","nonbrand","b_ad_1","desktop"
"5018","37.50","99252","gsearch","nonbrand","g_ad_1","desktop"
"5019","30.50","99263","gsearch","nonbrand","g_ad_1","desktop"
"5020","37.50","99273","gsearch","nonbrand","g_ad_1","desktop"
"5021","30.50","99278","","","","desktop"
"5022","30.50","99293","gsearch","nonbrand","g_ad_1","desktop"
"5024","30.50","99303","bsearch","brand","b_ad_2","desktop"
"5025","30.50","99310","gsearch","nonbrand","g_ad_1","desktop"
"5026","37.50","99322","gsearch","nonbrand","g_ad_1","desktop"
"5027","37.50","99336","gsearch","nonbrand","g_ad_1","desktop"
"5028","30.50","99340","bsearch","nonbrand","b_ad_1","desktop"
"5029","30.50","99352","gsearch","nonbrand","g_ad_1","desktop"
"5030","30.50","99361","gsearch","nonbrand","g_ad_1","desktop"
"5031","30.50","99369","","","","desktop"
"5032","30.50","99374","","","","desktop"
"5033","37.50","99407","","","","desktop"
"5034","30.50","99429","gsearch","nonbrand","g_ad_1","desktop"
"5035","30.50","99432","gsearch","nonbrand","g_ad_1","mobile"
"5036","30.50","99452","gsearch","brand","g_ad_2","desktop"
"5037","30.50","99455","gsearch","brand","g_ad_2","desktop"
"5038","30.50","99487","bsearch","nonbrand","b_ad_1","desktop"
"5039","30.50","99506","gsearch","brand","g_ad_2","desktop"
"5040","30.50","99511","gsearch","nonbrand","g_ad_1","mobile"
"5041","30.50","99525","gsearch","nonbrand","g_ad_1","desktop"
"5042","30.50","99534","gsearch","nonbrand","g_ad_1","desktop"
"5043","37.50","99545","gsearch","nonbrand","g_ad_1","desktop"
"5044","30.50","99548","gsearch","nonbrand","g_ad_1","desktop"
"5045","30.50","99563","gsearch","nonbrand","g_ad_1","desktop"
"5046","37.50","99566","gsearch","nonbrand","g_ad_1","desktop"
"5047","30.50","99570","","","","desktop"
"5048","30.50","99578","gsearch","nonbrand","g_ad_1","desktop"
"5049","30.50","99580","gsearch","nonbrand","g_ad_1","desktop"
"5050","30.50","99598","gsearch","nonbrand","g_ad_1","desktop"
"5052","30.50","99626","gsearch","brand","g_ad_2","desktop"
"5053","30.50","99637","gsearch","nonbrand","g_ad_1","desktop"
"5054","30.50","99640","gsearch","nonbrand","g_ad_1","desktop"
"5055","30.50","99653","gsearch","nonbrand","g_ad_1","desktop"
"5056","37.50","99660","gsearch","nonbrand","g_ad_1","desktop"
"5057","30.50","99672","gsearch","nonbrand","g_ad_1","desktop"
"5058","30.50","99701","gsearch","nonbrand","g_ad_1","desktop"
"5059","37.50","99729","bsearch","nonbrand","b_ad_1","desktop"
"5060","30.50","99765","bsearch","nonbrand","b_ad_1","desktop"
"5061","30.50","99798","gsearch","nonbrand","g_ad_1","mobile"
"5062","30.50","99808","bsearch","nonbrand","b_ad_1","desktop"
"5063","30.50","99835","","","","desktop"
"5064","30.50","99855","gsearch","nonbrand","g_ad_1","desktop"
"5065","30.50","99868","bsearch","nonbrand","b_ad_1","desktop"
"5066","30.50","99884","gsearch","brand","g_ad_2","desktop"
"5067","30.50","99888","gsearch","nonbrand","g_ad_1","desktop"
"5068","30.50","99896","","","","desktop"
"5069","37.50","99904","gsearch","nonbrand","g_ad_1","desktop"
"5070","37.50","99913","gsearch","nonbrand","g_ad_1","desktop"
"5071","37.50","99952","gsearch","nonbrand","g_ad_1","desktop"
"5072","30.50","99976","bsearch","nonbrand","b_ad_1","desktop"
"5073","30.50","99981","bsearch","nonbrand","b_ad_1","desktop"
"5074","30.50","99985","bsearch","nonbrand","b_ad_1","desktop"
"5075","37.50","100010","gsearch","nonbrand","g_ad_1","desktop"
"5076","30.50","100011","","","","desktop"
"5077","30.50","100012","","","","desktop"
"5078","30.50","100014","bsearch","nonbrand","b_ad_1","desktop"
"5079","30.50","100029","gsearch","nonbrand","g_ad_1","desktop"
"5080","30.50","100041","bsearch","brand","b_ad_2","desktop"
"5081","30.50","100059","gsearch","nonbrand","g_ad_1","desktop"
"5083","37.50","100125","","","","desktop"
"5084","30.50","100143","","","","desktop"
"5085","30.50","100153","gsearch","nonbrand","g_ad_1","mobile"
"5086","30.50","100164","bsearch","nonbrand","b_ad_1","desktop"
"5087","30.50","100169","gsearch","nonbrand","g_ad_1","desktop"
"5088","30.50","100186","gsearch","nonbrand","g_ad_1","desktop"
"5089","30.50","100212","gsearch","nonbrand","g_ad_1","desktop"
"5090","30.50","100214","gsearch","nonbrand","g_ad_1","desktop"
"5091","30.50","100219","gsearch","nonbrand","g_ad_1","desktop"
"5092","30.50","100246","gsearch","brand","g_ad_2","desktop"
"5093","30.50","100247","gsearch","nonbrand","g_ad_1","desktop"
"5094","30.50","100254","gsearch","nonbrand","g_ad_1","desktop"
"5096","30.50","100310","gsearch","nonbrand","g_ad_1","desktop"
"5097","30.50","100336","gsearch","nonbrand","g_ad_1","desktop"
"5098","30.50","100345","gsearch","nonbrand","g_ad_1","desktop"
"5099","30.50","100346","gsearch","nonbrand","g_ad_1","desktop"
"5101","30.50","100384","gsearch","nonbrand","g_ad_1","desktop"
"5103","30.50","100385","gsearch","nonbrand","g_ad_1","desktop"
"5102","30.50","100387","gsearch","nonbrand","g_ad_1","desktop"
"5104","30.50","100399","gsearch","nonbrand","g_ad_1","desktop"
"5105","30.50","100409","gsearch","nonbrand","g_ad_1","desktop"
"5106","30.50","100412","gsearch","nonbrand","g_ad_1","desktop"
"5107","30.50","100458","gsearch","nonbrand","g_ad_1","desktop"
"5109","30.50","100499","bsearch","nonbrand","b_ad_1","desktop"
"5111","30.50","100502","gsearch","nonbrand","g_ad_1","desktop"
"5110","30.50","100503","bsearch","brand","b_ad_2","desktop"
"5112","30.50","100509","gsearch","nonbrand","g_ad_1","desktop"
"5114","30.50","100530","gsearch","nonbrand","g_ad_1","desktop"
"5115","30.50","100564","gsearch","nonbrand","g_ad_1","desktop"
"5116","30.50","100572","gsearch","nonbrand","g_ad_1","desktop"
"5117","30.50","100574","","","","desktop"
"5118","30.50","100602","gsearch","nonbrand","g_ad_1","desktop"
"5119","37.50","100609","gsearch","nonbrand","g_ad_1","desktop"
"5120","37.50","100616","gsearch","nonbrand","g_ad_1","desktop"
"5122","30.50","100618","bsearch","nonbrand","b_ad_1","desktop"
"5121","30.50","100619","bsearch","brand","b_ad_2","desktop"
"5123","30.50","100627","gsearch","nonbrand","g_ad_1","desktop"
"5125","30.50","100655","gsearch","nonbrand","g_ad_1","desktop"
"5126","30.50","100658","gsearch","nonbrand","g_ad_1","desktop"
"5127","30.50","100677","gsearch","nonbrand","g_ad_1","desktop"
"5129","30.50","100701","bsearch","nonbrand","b_ad_1","desktop"
"5130","30.50","100715","bsearch","nonbrand","b_ad_1","desktop"
"5131","30.50","100716","gsearch","nonbrand","g_ad_1","desktop"
"5132","30.50","100722","","","","desktop"
"5133","30.50","100725","","","","desktop"
"5135","30.50","100745","gsearch","nonbrand","g_ad_1","desktop"
"5136","30.50","100793","gsearch","nonbrand","g_ad_1","desktop"
"5137","30.50","100797","gsearch","nonbrand","g_ad_1","desktop"
"5138","30.50","100801","gsearch","nonbrand","g_ad_1","desktop"
"5140","30.50","100811","bsearch","nonbrand","b_ad_1","desktop"
"5139","30.50","100812","","","","desktop"
"5141","30.50","100824","","","","desktop"
"5142","37.50","100828","","","","desktop"
"5143","30.50","100834","bsearch","nonbrand","b_ad_1","desktop"
"5144","30.50","100839","gsearch","nonbrand","g_ad_1","desktop"
"5146","30.50","100893","gsearch","nonbrand","g_ad_1","desktop"
"5147","30.50","100894","gsearch","nonbrand","g_ad_1","desktop"
"5148","37.50","100915","gsearch","nonbrand","g_ad_1","desktop"
"5149","30.50","100955","gsearch","nonbrand","g_ad_1","desktop"
"5150","30.50","100969","gsearch","nonbrand","g_ad_1","desktop"
"5151","37.50","100987","gsearch","nonbrand","g_ad_1","mobile"
"5152","30.50","100993","bsearch","nonbrand","b_ad_1","desktop"
"5153","37.50","101001","gsearch","nonbrand","g_ad_1","desktop"
"5154","30.50","101009","","","","desktop"
"5155","30.50","101011","gsearch","nonbrand","g_ad_1","desktop"
"5156","37.50","101012","bsearch","nonbrand","b_ad_1","desktop"
"5157","30.50","101025","gsearch","nonbrand","g_ad_1","desktop"
"5158","30.50","101029","gsearch","nonbrand","g_ad_1","desktop"
"5159","30.50","101047","gsearch","nonbrand","g_ad_1","desktop"
"5160","30.50","101066","gsearch","nonbrand","g_ad_1","desktop"
"5161","30.50","101067","gsearch","nonbrand","g_ad_1","desktop"
"5162","30.50","101090","gsearch","nonbrand","g_ad_1","desktop"
"5163","30.50","101096","gsearch","nonbrand","g_ad_1","desktop"
"5164","30.50","101101","gsearch","nonbrand","g_ad_1","desktop"
"5165","30.50","101120","","","","desktop"
"5166","30.50","101123","gsearch","nonbrand","g_ad_1","desktop"
"5167","30.50","101139","gsearch","nonbrand","g_ad_1","desktop"
"5169","30.50","101197","bsearch","nonbrand","b_ad_1","desktop"
"5170","30.50","101232","","","","desktop"
"5171","30.50","101241","gsearch","nonbrand","g_ad_1","desktop"
"5172","37.50","101259","gsearch","nonbrand","g_ad_1","desktop"
"5173","30.50","101266","gsearch","nonbrand","g_ad_1","desktop"
"5174","30.50","101270","gsearch","nonbrand","g_ad_1","desktop"
"5175","30.50","101342","bsearch","nonbrand","b_ad_1","desktop"
"5176","30.50","101344","gsearch","nonbrand","g_ad_1","desktop"
"5177","30.50","101345","gsearch","nonbrand","g_ad_1","desktop"
"5178","30.50","101357","","","","desktop"
"5179","30.50","101387","gsearch","nonbrand","g_ad_1","desktop"
"5180","30.50","101388","gsearch","nonbrand","g_ad_1","desktop"
"5181","30.50","101434","gsearch","brand","g_ad_2","desktop"
"5182","30.50","101456","gsearch","nonbrand","g_ad_1","mobile"
"5183","30.50","101467","gsearch","nonbrand","g_ad_1","desktop"
"5184","30.50","101477","gsearch","nonbrand","g_ad_1","desktop"
"5185","30.50","101499","gsearch","nonbrand","g_ad_1","desktop"
"5186","30.50","101522","gsearch","nonbrand","g_ad_1","desktop"
"5187","30.50","101528","gsearch","nonbrand","g_ad_1","desktop"
"5188","37.50","101562","gsearch","nonbrand","g_ad_1","desktop"
"5189","30.50","101564","gsearch","nonbrand","g_ad_1","desktop"
"5190","37.50","101575","gsearch","brand","g_ad_2","mobile"
"5191","30.50","101576","gsearch","nonbrand","g_ad_1","desktop"
"5192","30.50","101586","bsearch","nonbrand","b_ad_1","mobile"
"5193","37.50","101594","gsearch","nonbrand","g_ad_1","desktop"
"5194","37.50","101614","","","","mobile"
"5195","30.50","101635","bsearch","nonbrand","b_ad_1","desktop"
"5196","37.50","101637","gsearch","brand","g_ad_2","desktop"
"5197","37.50","101646","","","","desktop"
"5198","30.50","101657","gsearch","nonbrand","g_ad_1","desktop"
"5199","30.50","101665","gsearch","nonbrand","g_ad_1","desktop"
"5200","30.50","101681","gsearch","nonbrand","g_ad_1","desktop"
"5201","30.50","101698","bsearch","nonbrand","b_ad_1","desktop"
"5202","30.50","101699","gsearch","nonbrand","g_ad_1","desktop"
"5203","30.50","101738","gsearch","nonbrand","g_ad_1","desktop"
"5204","30.50","101741","gsearch","nonbrand","g_ad_1","desktop"
"5205","30.50","101744","","","","desktop"
"5206","30.50","101752","gsearch","nonbrand","g_ad_1","desktop"
"5207","30.50","101761","","","","desktop"
"5208","37.50","101831","gsearch","nonbrand","g_ad_1","desktop"
"5210","30.50","101837","gsearch","nonbrand","g_ad_1","desktop"
"5209","37.50","101839","","","","desktop"
"5211","30.50","101866","gsearch","nonbrand","g_ad_1","desktop"
"5212","30.50","101886","gsearch","nonbrand","g_ad_1","desktop"
"5213","30.50","101889","gsearch","nonbrand","g_ad_1","desktop"
"5214","30.50","101940","gsearch","nonbrand","g_ad_1","desktop"
"5215","30.50","101950","","","","desktop"
"5216","30.50","101960","gsearch","nonbrand","g_ad_1","mobile"
"5217","30.50","101983","gsearch","nonbrand","g_ad_1","desktop"
"5218","30.50","101993","gsearch","brand","g_ad_2","desktop"
"5219","30.50","101997","bsearch","nonbrand","b_ad_1","desktop"
"5220","30.50","102007","gsearch","nonbrand","g_ad_1","desktop"
"5221","30.50","102018","gsearch","nonbrand","g_ad_1","desktop"
"5222","30.50","102019","gsearch","nonbrand","g_ad_1","desktop"
"5223","30.50","102053","gsearch","nonbrand","g_ad_1","desktop"
"5224","37.50","102068","","","","desktop"
"5225","30.50","102071","gsearch","nonbrand","g_ad_1","desktop"
"5226","30.50","102075","gsearch","nonbrand","g_ad_1","desktop"
"5227","30.50","102111","","","","desktop"
"5228","30.50","102117","gsearch","nonbrand","g_ad_1","desktop"
"5230","30.50","102131","gsearch","nonbrand","g_ad_1","desktop"
"5229","30.50","102132","gsearch","nonbrand","g_ad_1","desktop"
"5231","30.50","102139","gsearch","nonbrand","g_ad_1","desktop"
"5232","30.50","102145","gsearch","nonbrand","g_ad_1","mobile"
"5233","37.50","102160","gsearch","nonbrand","g_ad_1","desktop"
"5234","30.50","102175","bsearch","nonbrand","b_ad_1","desktop"
"5235","30.50","102187","gsearch","brand","g_ad_2","desktop"
"5236","30.50","102203","","","","mobile"
"5237","30.50","102205","","","","mobile"
"5238","30.50","102219","gsearch","nonbrand","g_ad_1","desktop"
"5240","30.50","102253","gsearch","nonbrand","g_ad_1","desktop"
"5241","30.50","102262","gsearch","nonbrand","g_ad_1","desktop"
"5242","30.50","102269","gsearch","nonbrand","g_ad_1","desktop"
"5243","37.50","102275","gsearch","nonbrand","g_ad_1","desktop"
"5244","30.50","102280","gsearch","nonbrand","g_ad_1","desktop"
"5245","30.50","102348","gsearch","nonbrand","g_ad_1","desktop"
"5246","37.50","102389","gsearch","nonbrand","g_ad_1","desktop"
"5247","30.50","102438","gsearch","brand","g_ad_2","desktop"
"5248","30.50","102463","gsearch","nonbrand","g_ad_1","desktop"
"5249","30.50","102466","gsearch","nonbrand","g_ad_1","desktop"
"5250","30.50","102470","gsearch","nonbrand","g_ad_1","mobile"
"5251","30.50","102477","gsearch","nonbrand","g_ad_1","desktop"
"5252","30.50","102487","gsearch","nonbrand","g_ad_1","desktop"
"5253","30.50","102501","gsearch","nonbrand","g_ad_1","desktop"
"5254","30.50","102506","bsearch","nonbrand","b_ad_1","desktop"
"5255","30.50","102529","","","","desktop"
"5256","37.50","102544","bsearch","nonbrand","b_ad_1","desktop"
